URN,LA,Estab,SCHOOLTYPE,NOR,NORG,NORB,PNORG,PNORB,TSENELSE,PSENELSE,TSENELK,PSENELK,NUMEAL,NUMENGFL,NUMUNCFL,PNUMEAL,PNUMENGFL,PNUMUNCFL,NUMFSM,NUMFSMEVER,NORFSMEVER,PNUMFSMEVER
141113,881,2107,State-funded primary,427,211,216,49.4%,50.6%,6,1.4%,55,12.9%,124,303,0,29.0%,71.0%,0.0%,178,189,387,48.8%
141114,303,2044,State-funded primary,600,273,327,45.5%,54.5%,30,5.0%,79,13.2%,107,485,8,17.8%,80.8%,1.3%,100,100,557,18.0%
141115,890,2002,State-funded primary,228,129,99,56.6%,43.4%,2,0.9%,26,11.4%,55,173,0,24.1%,75.9%,0.0%,97,89,188,47.3%
141116,305,7000,State-funded AP school,55,18,37,32.7%,67.3%,0,0.0%,55,100.0%,4,51,0,7.3%,92.7%,0.0%,35,43,55,78.2%
141117,305,2057,State-funded primary,223,109,114,48.9%,51.1%,4,1.8%,26,11.7%,30,193,0,13.5%,86.5%,0.0%,82,82,223,36.8%
141118,306,2088,State-funded primary,179,91,88,50.8%,49.2%,3,1.7%,22,12.3%,49,130,0,27.4%,72.6%,0.0%,62,63,179,35.2%
141119,306,2091,State-funded primary,134,71,63,53.0%,47.0%,5,3.7%,24,17.9%,57,77,0,42.5%,57.5%,0.0%,67,68,134,50.7%
141120,306,2095,State-funded primary,198,101,97,51.0%,49.0%,2,1.0%,36,18.2%,139,59,0,70.2%,29.8%,0.0%,86,86,176,48.9%
141121,840,2016,State-funded primary,208,107,101,51.4%,48.6%,2,1.0%,47,22.6%,16,192,0,7.7%,92.3%,0.0%,73,72,176,40.9%
141123,850,7003,State-funded AP school,7,3,4,42.9%,57.1%,0,0.0%,5,71.4%,1,6,0,14.3%,85.7%,0.0%,5,5,7,71.4%
141124,874,2006,State-funded primary,381,169,212,44.4%,55.6%,5,1.3%,84,22.0%,165,216,0,43.3%,56.7%,0.0%,180,185,381,48.6%
141127,855,6033,Independent school,42,14,28,33.3%,66.7%,42,100.0%,0,0.0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141128,861,6012,Independent school,58,15,43,25.9%,74.1%,47,81.0%,11,19.0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141130,206,1112,State-funded AP school,2,1,1,50.0%,50.0%,2,100.0%,0,0.0%,0,2,0,0.0%,100.0%,0.0%,1,1,2,50.0%
141132,890,4002,State-funded secondary,838,396,442,47.3%,52.7%,14,1.7%,155,18.5%,68,762,8,8.1%,90.9%,1.0%,509,554,838,66.1%
141133,211,4001,State-funded secondary,464,173,291,37.3%,62.7%,7,1.5%,43,9.3%,346,117,1,74.6%,25.2%,0.2%,161,218,464,47.0%
141135,205,4001,State-funded secondary,782,0,782,0.0%,100.0%,21,2.7%,89,11.4%,69,713,0,8.8%,91.2%,0.0%,163,176,620,28.4%
141137,856,2004,State-funded primary,395,211,184,53.4%,46.6%,9,2.3%,56,14.2%,175,220,0,44.3%,55.7%,0.0%,182,185,362,51.1%
141139,316,6071,State-funded AP school,80,31,49,38.8%,61.3%,12,15.0%,5,6.3%,50,28,2,62.5%,35.0%,2.5%,18,23,80,28.8%
141140,383,1112,State-funded AP school,2,0,2,0.0%,100.0%,0,0.0%,2,100.0%,0,2,0,0.0%,100.0%,0.0%,2,2,2,100.0%
141141,371,1111,State-funded AP school,0,0,0,0.0%,0.0%,0,0.0%,0,0.0%,0,0,0,0.0%,0.0%,0.0%,0,0,0,0.0%
141142,865,3203,State-funded primary,366,176,190,48.1%,51.9%,7,1.9%,98,26.8%,41,325,0,11.2%,88.8%,0.0%,71,71,366,19.4%
141143,315,2002,State-funded primary,507,231,276,45.6%,54.4%,30,5.9%,37,7.3%,187,317,3,36.9%,62.5%,0.6%,156,154,437,35.2%
141144,384,2014,State-funded primary,369,185,184,50.1%,49.9%,13,3.5%,111,30.1%,36,333,0,9.8%,90.2%,0.0%,174,177,335,52.8%
141146,931,4600,State-funded secondary,869,456,413,52.5%,47.5%,19,2.2%,130,15.0%,232,634,3,26.7%,73.0%,0.3%,79,92,736,12.5%
141147,936,7034,State-funded special school,153,66,87,43.1%,56.9%,153,100.0%,0,0.0%,21,132,0,13.7%,86.3%,0.0%,53,51,116,44.0%
141148,865,3207,State-funded primary,176,83,93,47.2%,52.8%,5,2.8%,23,13.1%,2,174,0,1.1%,98.9%,0.0%,19,19,176,10.8%
141149,800,3093,State-funded primary,178,97,81,54.5%,45.5%,10,5.6%,8,4.5%,1,177,0,0.6%,99.4%,0.0%,28,28,178,15.7%
141150,931,3420,State-funded primary,189,96,93,50.8%,49.2%,4,2.1%,25,13.2%,36,153,0,19.0%,81.0%,0.0%,32,37,189,19.6%
141151,855,3058,State-funded primary,370,192,178,51.9%,48.1%,5,1.4%,35,9.5%,26,344,0,7.0%,93.0%,0.0%,64,64,370,17.3%
141152,895,3124,State-funded primary,427,197,230,46.1%,53.9%,7,1.6%,24,5.6%,18,409,0,4.2%,95.8%,0.0%,20,22,427,5.2%
141153,394,7014,State-funded special school,85,16,69,18.8%,81.2%,85,100.0%,0,0.0%,1,84,0,1.2%,98.8%,0.0%,52,54,85,63.5%
141154,304,5201,State-funded primary,205,99,106,48.3%,51.7%,4,2.0%,45,22.0%,85,120,0,41.5%,58.5%,0.0%,6,5,179,2.8%
141155,931,3825,State-funded primary,211,102,109,48.3%,51.7%,4,1.9%,50,23.7%,95,116,0,45.0%,55.0%,0.0%,57,53,184,28.8%
141156,886,3744,State-funded primary,397,206,191,51.9%,48.1%,11,2.8%,71,17.9%,101,296,0,25.4%,74.6%,0.0%,29,30,397,7.6%
141157,886,3751,State-funded primary,218,110,108,50.5%,49.5%,5,2.3%,11,5.0%,47,171,0,21.6%,78.4%,0.0%,17,19,189,10.1%
141158,305,3505,State-funded primary,231,114,117,49.4%,50.6%,3,1.3%,35,15.2%,28,203,0,12.1%,87.9%,0.0%,46,49,213,23.0%
141159,933,3189,State-funded primary,210,111,99,52.9%,47.1%,7,3.3%,17,8.1%,16,194,0,7.6%,92.4%,0.0%,28,28,210,13.3%
141160,393,3317,State-funded primary,239,129,110,54.0%,46.0%,3,1.3%,53,22.2%,12,227,0,5.0%,95.0%,0.0%,154,156,211,73.9%
141161,926,2246,State-funded primary,174,87,87,50.0%,50.0%,9,5.2%,22,12.6%,6,168,0,3.4%,96.6%,0.0%,24,24,174,13.8%
141162,933,3184,State-funded primary,324,177,147,54.6%,45.4%,6,1.9%,47,14.5%,34,290,0,10.5%,89.5%,0.0%,63,68,301,22.6%
141163,203,4250,State-funded secondary,1584,110,1474,6.9%,93.1%,40,2.5%,267,16.9%,476,974,134,30.1%,61.5%,8.5%,353,387,1195,32.4%
141164,202,4001,State-funded AP school,36,10,26,27.8%,72.2%,23,63.9%,1,2.8%,6,30,0,16.7%,83.3%,0.0%,12,12,14,85.7%
141165,889,6001,State-funded secondary,1286,616,670,47.9%,52.1%,19,1.5%,160,12.4%,155,1130,1,12.1%,87.9%,0.1%,217,215,1098,19.6%
141166,925,4011,State-funded secondary,547,272,275,49.7%,50.3%,22,4.0%,116,21.2%,9,516,22,1.6%,94.3%,4.0%,169,182,547,33.3%
141167,351,2002,State-funded primary,316,155,161,49.1%,50.9%,17,5.4%,36,11.4%,55,261,0,17.4%,82.6%,0.0%,111,110,279,39.4%
141168,926,2066,State-funded primary,152,73,79,48.0%,52.0%,3,2.0%,20,13.2%,14,138,0,9.2%,90.8%,0.0%,39,39,152,25.7%
141169,885,4013,State-funded secondary,470,233,237,49.6%,50.4%,20,4.3%,71,15.1%,14,456,0,3.0%,97.0%,0.0%,79,87,470,18.5%
141170,881,2108,State-funded primary,301,171,130,56.8%,43.2%,1,0.3%,45,15.0%,15,286,0,5.0%,95.0%,0.0%,84,84,301,27.9%
141171,334,7003,State-funded special school,92,16,76,17.4%,82.6%,92,100.0%,0,0.0%,1,91,0,1.1%,98.9%,0.0%,60,67,92,72.8%
141172,935,2043,State-funded primary,228,117,111,51.3%,48.7%,9,3.9%,42,18.4%,10,218,0,4.4%,95.6%,0.0%,90,90,212,42.5%
141173,311,2016,State-funded primary,339,158,181,46.6%,53.4%,5,1.5%,42,12.4%,59,280,0,17.4%,82.6%,0.0%,68,73,339,21.5%
141174,803,2009,State-funded primary,140,60,80,42.9%,57.1%,4,2.9%,22,15.7%,23,117,0,16.4%,83.6%,0.0%,25,29,140,20.7%
141175,851,4004,State-funded secondary,1235,593,642,48.0%,52.0%,22,1.8%,177,14.3%,238,989,8,19.3%,80.1%,0.6%,356,414,1235,33.5%
141176,893,4001,State-funded secondary,816,408,408,50.0%,50.0%,43,5.3%,74,9.1%,43,760,13,5.3%,93.1%,1.6%,146,170,758,22.4%
141178,301,4004,State-funded secondary,1318,635,683,48.2%,51.8%,37,2.8%,169,12.8%,506,812,0,38.4%,61.6%,0.0%,349,352,1054,33.4%
141179,815,4000,State-funded secondary,474,230,244,48.5%,51.5%,24,5.1%,86,18.1%,43,431,0,9.1%,90.9%,0.0%,112,119,474,25.1%
141180,893,2003,State-funded primary,59,35,24,59.3%,40.7%,0,0.0%,5,8.5%,1,53,5,1.7%,89.8%,8.5%,5,5,59,8.5%
141181,938,2023,State-funded primary,308,155,153,50.3%,49.7%,8,2.6%,44,14.3%,37,247,24,12.0%,80.2%,7.8%,89,90,308,29.2%
141182,881,2109,State-funded primary,204,92,112,45.1%,54.9%,4,2.0%,27,13.2%,13,191,0,6.4%,93.6%,0.0%,45,52,204,25.5%
141184,839,4002,State-funded secondary,686,333,353,48.5%,51.5%,30,4.4%,80,11.7%,32,637,17,4.7%,92.9%,2.5%,120,125,686,18.2%
141185,390,4001,State-funded secondary,1418,691,727,48.7%,51.3%,33,2.3%,118,8.3%,29,1316,73,2.0%,92.8%,5.1%,316,350,1275,27.5%
141186,860,2014,State-funded primary,509,248,261,48.7%,51.3%,13,2.6%,75,14.7%,71,434,4,13.9%,85.3%,0.8%,145,164,509,32.2%
141187,850,7004,State-funded special school,54,12,42,22.2%,77.8%,54,100.0%,0,0.0%,0,53,1,0.0%,98.1%,1.9%,35,38,54,70.4%
141191,801,2106,State-funded primary,334,178,156,53.3%,46.7%,7,2.1%,67,20.1%,276,58,0,82.6%,17.4%,0.0%,238,220,291,75.6%
141192,926,2068,State-funded primary,218,99,119,45.4%,54.6%,3,1.4%,30,13.8%,1,208,9,0.5%,95.4%,4.1%,32,31,201,15.4%
141193,895,2002,State-funded primary,220,110,110,50.0%,50.0%,26,11.8%,29,13.2%,14,206,0,6.4%,93.6%,0.0%,101,91,177,51.4%
141194,881,2110,State-funded primary,194,87,107,44.8%,55.2%,3,1.5%,18,9.3%,62,132,0,32.0%,68.0%,0.0%,74,75,194,38.7%
141195,881,2111,State-funded primary,187,91,96,48.7%,51.3%,3,1.6%,36,19.3%,49,135,3,26.2%,72.2%,1.6%,65,69,174,39.7%
141196,352,4005,State-funded secondary,1008,1008,0,100.0%,0.0%,9,0.9%,92,9.1%,739,267,2,73.3%,26.5%,0.2%,428,468,1008,46.4%
141197,936,2031,State-funded primary,212,99,113,46.7%,53.3%,6,2.8%,28,13.2%,87,125,0,41.0%,59.0%,0.0%,38,38,212,17.9%
141198,908,2038,State-funded primary,207,108,99,52.2%,47.8%,8,3.9%,30,14.5%,0,207,0,0.0%,100.0%,0.0%,72,61,173,35.3%
141199,887,2012,State-funded primary,585,303,282,51.8%,48.2%,12,2.1%,76,13.0%,128,454,3,21.9%,77.6%,0.5%,204,212,559,37.9%
141200,936,4001,State-funded secondary,465,240,225,51.6%,48.4%,27,5.8%,177,38.1%,70,395,0,15.1%,84.9%,0.0%,130,139,465,29.9%
141201,931,2014,State-funded primary,117,44,73,37.6%,62.4%,12,10.3%,24,20.5%,17,97,3,14.5%,82.9%,2.6%,26,25,103,24.3%
141203,860,2016,State-funded primary,230,115,115,50.0%,50.0%,3,1.3%,34,14.8%,15,214,1,6.5%,93.0%,0.4%,25,25,207,12.1%
141205,340,2001,State-funded primary,350,167,183,47.7%,52.3%,12,3.4%,39,11.1%,49,301,0,14.0%,86.0%,0.0%,188,187,324,57.7%
141206,330,2145,State-funded primary,240,115,125,47.9%,52.1%,4,1.7%,37,15.4%,60,180,0,25.0%,75.0%,0.0%,65,70,240,29.2%
141207,352,6009,Independent school,12,12,0,100.0%,0.0%,3,25.0%,6,50.0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141208,931,6015,Independent school,48,19,29,39.6%,60.4%,48,100.0%,0,0.0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141209,309,2012,State-funded primary,398,214,184,53.8%,46.2%,17,4.3%,57,14.3%,243,155,0,61.1%,38.9%,0.0%,183,200,398,50.3%
141210,306,4003,State-funded secondary,789,328,461,41.6%,58.4%,10,1.3%,143,18.1%,343,446,0,43.5%,56.5%,0.0%,334,363,789,46.0%
141211,873,2027,State-funded primary,227,113,114,49.8%,50.2%,8,3.5%,27,11.9%,18,209,0,7.9%,92.1%,0.0%,53,54,227,23.8%
141212,873,2030,State-funded primary,112,55,57,49.1%,50.9%,5,4.5%,8,7.1%,3,109,0,2.7%,97.3%,0.0%,23,23,94,24.5%
141213,873,2032,State-funded primary,226,104,122,46.0%,54.0%,11,4.9%,50,22.1%,70,156,0,31.0%,69.0%,0.0%,89,90,226,39.8%
141214,881,4014,State-funded secondary,1497,689,808,46.0%,54.0%,48,3.2%,93,6.2%,112,1385,0,7.5%,92.5%,0.0%,443,539,1497,36.0%
141216,886,2048,State-funded primary,493,246,247,49.9%,50.1%,23,4.7%,63,12.8%,12,481,0,2.4%,97.6%,0.0%,102,114,493,23.1%
141217,886,4013,State-funded secondary,567,271,296,47.8%,52.2%,15,2.6%,96,16.9%,82,485,0,14.5%,85.5%,0.0%,207,220,567,38.8%
141220,886,2051,State-funded primary,208,103,105,49.5%,50.5%,10,4.8%,17,8.2%,24,183,1,11.5%,88.0%,0.5%,76,78,208,37.5%
141221,856,2005,State-funded primary,445,226,219,50.8%,49.2%,6,1.3%,42,9.4%,345,100,0,77.5%,22.5%,0.0%,166,168,419,40.1%
141222,855,2021,State-funded primary,415,190,225,45.8%,54.2%,15,3.6%,83,20.0%,13,402,0,3.1%,96.9%,0.0%,115,115,415,27.7%
141224,887,2013,State-funded primary,228,116,112,50.9%,49.1%,5,2.2%,26,11.4%,12,215,1,5.3%,94.3%,0.4%,34,34,228,14.9%
141225,868,6022,Independent school,47,19,28,40.4%,59.6%,46,97.9%,1,2.1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141226,926,2071,State-funded primary,58,23,35,39.7%,60.3%,3,5.2%,8,13.8%,0,58,0,0.0%,100.0%,0.0%,14,14,52,26.9%
141227,926,2075,State-funded primary,179,84,95,46.9%,53.1%,7,3.9%,40,22.3%,2,176,1,1.1%,98.3%,0.6%,26,28,179,15.6%
141228,926,2076,State-funded primary,47,20,27,42.6%,57.4%,2,4.3%,11,23.4%,1,46,0,2.1%,97.9%,0.0%,24,25,47,53.2%
141230,940,2168,State-funded primary,177,90,87,50.8%,49.2%,1,0.6%,28,15.8%,34,143,0,19.2%,80.8%,0.0%,38,39,177,22.0%
141231,931,2015,State-funded primary,270,138,132,51.1%,48.9%,12,4.4%,40,14.8%,113,157,0,41.9%,58.1%,0.0%,115,116,243,47.7%
141232,879,2004,State-funded primary,140,67,73,47.9%,52.1%,1,0.7%,37,26.4%,11,129,0,7.9%,92.1%,0.0%,60,61,140,43.6%
141234,857,2000,State-funded primary,203,116,87,57.1%,42.9%,1,0.5%,27,13.3%,5,198,0,2.5%,97.5%,0.0%,27,27,203,13.3%
141236,935,4043,State-funded secondary,586,292,294,49.8%,50.2%,18,3.1%,99,16.9%,15,571,0,2.6%,97.4%,0.0%,134,160,586,27.3%
141237,880,2004,State-funded primary,327,154,173,47.1%,52.9%,35,10.7%,42,12.8%,9,318,0,2.8%,97.2%,0.0%,64,65,327,19.9%
141242,330,6017,Independent school,51,23,28,45.1%,54.9%,25,49.0%,1,2.0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141244,937,2033,State-funded primary,197,97,100,49.2%,50.8%,5,2.5%,29,14.7%,7,190,0,3.6%,96.4%,0.0%,18,18,197,9.1%
141245,336,4001,State-funded secondary,1052,480,572,45.6%,54.4%,15,1.4%,172,16.3%,287,764,1,27.3%,72.6%,0.1%,400,427,928,46.0%
141246,885,2010,State-funded primary,456,219,237,48.0%,52.0%,5,1.1%,95,20.8%,25,431,0,5.5%,94.5%,0.0%,103,105,404,26.0%
141247,308,6003,Independent school,18,6,12,33.3%,66.7%,10,55.6%,4,22.2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141248,353,4027,State-funded secondary,1599,825,774,51.6%,48.4%,47,2.9%,171,10.7%,317,1282,0,19.8%,80.2%,0.0%,312,321,1358,23.6%
141250,206,6001,Independent school,247,88,159,35.6%,64.4%,3,1.2%,21,8.5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141251,919,7004,State-funded special school,204,62,142,30.4%,69.6%,204,100.0%,0,0.0%,10,194,0,4.9%,95.1%,0.0%,78,89,204,43.6%
141252,330,7013,State-funded special school,428,118,310,27.6%,72.4%,428,100.0%,0,0.0%,175,253,0,40.9%,59.1%,0.0%,241,203,327,62.1%
141253,925,7002,State-funded special school,175,35,140,20.0%,80.0%,175,100.0%,0,0.0%,8,167,0,4.6%,95.4%,0.0%,76,83,175,47.4%
141254,925,7005,State-funded special school,74,26,48,35.1%,64.9%,74,100.0%,0,0.0%,11,63,0,14.9%,85.1%,0.0%,36,23,50,46.0%
141255,316,7004,State-funded special school,156,42,114,26.9%,73.1%,154,98.7%,2,1.3%,99,57,0,63.5%,36.5%,0.0%,83,64,118,54.2%
141257,890,4601,State-funded secondary,1199,617,582,51.5%,48.5%,16,1.3%,122,10.2%,262,934,3,21.9%,77.9%,0.3%,351,369,1049,35.2%
141258,839,2151,State-funded primary,314,159,155,50.6%,49.4%,12,3.8%,22,7.0%,9,295,10,2.9%,93.9%,3.2%,37,37,314,11.8%
141259,830,5416,State-funded secondary,841,432,409,51.4%,48.6%,20,2.4%,45,5.4%,17,823,1,2.0%,97.9%,0.1%,274,252,710,35.5%
141260,925,2093,State-funded primary,317,149,168,47.0%,53.0%,15,4.7%,67,21.1%,28,289,0,8.8%,91.2%,0.0%,96,115,317,36.3%
141261,845,2148,State-funded primary,245,110,135,44.9%,55.1%,14,5.7%,71,29.0%,6,239,0,2.4%,97.6%,0.0%,85,87,208,41.8%
141262,845,2170,State-funded primary,378,202,176,53.4%,46.6%,5,1.3%,56,14.8%,38,340,0,10.1%,89.9%,0.0%,216,219,341,64.2%
141263,845,2161,State-funded primary,482,265,217,55.0%,45.0%,5,1.0%,137,28.4%,27,455,0,5.6%,94.4%,0.0%,104,105,393,26.7%
141264,352,4257,State-funded secondary,1667,1667,0,100.0%,0.0%,17,1.0%,174,10.4%,1285,378,4,77.1%,22.7%,0.2%,669,675,1352,49.9%
141265,938,2210,State-funded primary,415,195,220,47.0%,53.0%,7,1.7%,53,12.8%,61,354,0,14.7%,85.3%,0.0%,31,31,415,7.5%
141266,938,2108,State-funded primary,145,73,72,50.3%,49.7%,2,1.4%,22,15.2%,8,137,0,5.5%,94.5%,0.0%,10,12,145,8.3%
141267,938,2247,State-funded primary,187,93,94,49.7%,50.3%,2,1.1%,29,15.5%,23,164,0,12.3%,87.7%,0.0%,34,35,187,18.7%
141268,926,4002,State-funded secondary,1129,545,584,48.3%,51.7%,38,3.4%,191,16.9%,77,1046,6,6.8%,92.6%,0.5%,219,215,785,27.4%
141269,926,4065,State-funded secondary,1763,924,839,52.4%,47.6%,26,1.5%,204,11.6%,193,1473,97,10.9%,83.6%,5.5%,351,338,1342,25.2%
141270,330,2434,State-funded primary,449,208,241,46.3%,53.7%,2,0.4%,48,10.7%,29,420,0,6.5%,93.5%,0.0%,228,214,406,52.7%
141271,826,2350,State-funded primary,84,38,46,45.2%,54.8%,1,1.2%,12,14.3%,28,55,1,33.3%,65.5%,1.2%,10,10,57,17.5%
141272,865,2228,State-funded primary,405,195,210,48.1%,51.9%,5,1.2%,62,15.3%,8,397,0,2.0%,98.0%,0.0%,47,49,405,12.1%
141273,866,2050,State-funded primary,274,145,129,52.9%,47.1%,9,3.3%,39,14.2%,45,229,0,16.4%,83.6%,0.0%,32,32,274,11.7%
141274,865,3319,State-funded primary,189,90,99,47.6%,52.4%,9,4.8%,25,13.2%,7,182,0,3.7%,96.3%,0.0%,26,27,189,14.3%
141275,356,2035,State-funded primary,579,279,300,48.2%,51.8%,9,1.6%,32,5.5%,113,463,3,19.5%,80.0%,0.5%,28,30,540,5.6%
141276,887,2208,State-funded primary,180,83,97,46.1%,53.9%,4,2.2%,12,6.7%,13,159,8,7.2%,88.3%,4.4%,15,15,180,8.3%
141277,937,4620,State-funded secondary,1079,105,974,9.7%,90.3%,2,0.2%,7,0.6%,390,677,12,36.1%,62.7%,1.1%,73,57,687,8.3%
141278,860,2204,State-funded primary,203,91,112,44.8%,55.2%,5,2.5%,23,11.3%,4,199,0,2.0%,98.0%,0.0%,60,61,203,30.0%
141279,855,2016,State-funded primary,163,78,85,47.9%,52.1%,1,0.6%,13,8.0%,6,154,3,3.7%,94.5%,1.8%,5,6,163,3.7%
141280,937,2639,State-funded primary,93,47,46,50.5%,49.5%,2,2.2%,13,14.0%,3,90,0,3.2%,96.8%,0.0%,15,16,80,20.0%
141281,937,5206,State-funded primary,395,193,202,48.9%,51.1%,9,2.3%,62,15.7%,17,378,0,4.3%,95.7%,0.0%,105,107,395,27.1%
141282,384,3342,State-funded primary,340,162,178,47.6%,52.4%,9,2.6%,38,11.2%,8,330,2,2.4%,97.1%,0.6%,24,24,310,7.7%
141283,908,2516,State-funded primary,153,79,74,51.6%,48.4%,3,2.0%,11,7.2%,3,143,7,2.0%,93.5%,4.6%,20,20,146,13.7%
141284,878,2403,State-funded primary,129,51,78,39.5%,60.5%,2,1.6%,15,11.6%,3,126,0,2.3%,97.7%,0.0%,16,16,129,12.4%
141285,878,2430,State-funded primary,130,63,67,48.5%,51.5%,4,3.1%,7,5.4%,8,122,0,6.2%,93.8%,0.0%,13,13,103,12.6%
141286,878,2443,State-funded primary,142,79,63,55.6%,44.4%,4,2.8%,14,9.9%,5,137,0,3.5%,96.5%,0.0%,10,11,142,7.7%
141287,878,2419,State-funded primary,105,55,50,52.4%,47.6%,4,3.8%,14,13.3%,0,105,0,0.0%,100.0%,0.0%,7,8,105,7.6%
141288,890,3631,State-funded primary,237,120,117,50.6%,49.4%,6,2.5%,23,9.7%,67,169,1,28.3%,71.3%,0.4%,102,91,212,42.9%
141289,812,2944,State-funded primary,544,273,271,50.2%,49.8%,5,0.9%,103,18.9%,62,482,0,11.4%,88.6%,0.0%,324,332,495,67.1%
141290,384,2184,State-funded primary,414,194,220,46.9%,53.1%,10,2.4%,70,16.9%,30,384,0,7.2%,92.8%,0.0%,112,120,374,32.1%
141291,305,2064,State-funded primary,385,182,203,47.3%,52.7%,11,2.9%,129,33.5%,63,322,0,16.4%,83.6%,0.0%,148,150,350,42.9%
141292,333,2124,State-funded primary,356,175,181,49.2%,50.8%,21,5.9%,35,9.8%,297,59,0,83.4%,16.6%,0.0%,100,101,356,28.4%
141293,333,2125,State-funded primary,338,167,171,49.4%,50.6%,18,5.3%,33,9.8%,286,51,1,84.6%,15.1%,0.3%,61,61,266,22.9%
141294,936,3930,State-funded primary,588,272,316,46.3%,53.7%,17,2.9%,37,6.3%,78,510,0,13.3%,86.7%,0.0%,36,37,588,6.3%
141295,868,3028,State-funded primary,119,62,57,52.1%,47.9%,4,3.4%,32,26.9%,6,113,0,5.0%,95.0%,0.0%,26,26,119,21.8%
141296,316,2080,State-funded primary,600,308,292,51.3%,48.7%,39,6.5%,117,19.5%,521,78,1,86.8%,13.0%,0.2%,212,221,600,36.8%
141297,873,2451,State-funded primary,202,101,101,50.0%,50.0%,11,5.4%,40,19.8%,51,151,0,25.2%,74.8%,0.0%,48,49,202,24.3%
141298,331,3301,State-funded primary,210,109,101,51.9%,48.1%,0,0.0%,22,10.5%,14,196,0,6.7%,93.3%,0.0%,13,14,210,6.7%
141299,311,2060,State-funded primary,300,149,151,49.7%,50.3%,7,2.3%,15,5.0%,74,199,27,24.7%,66.3%,9.0%,21,22,247,8.9%
141300,874,4082,State-funded secondary,1673,840,833,50.2%,49.8%,33,2.0%,156,9.3%,399,1267,7,23.8%,75.7%,0.4%,315,321,1453,22.1%
141301,808,2344,State-funded primary,426,195,231,45.8%,54.2%,9,2.1%,135,31.7%,18,408,0,4.2%,95.8%,0.0%,226,224,382,58.6%
141302,812,2154,State-funded primary,341,182,159,53.4%,46.6%,7,2.1%,16,4.7%,17,324,0,5.0%,95.0%,0.0%,16,16,341,4.7%
141304,881,2785,State-funded primary,464,200,264,43.1%,56.9%,10,2.2%,19,4.1%,52,412,0,11.2%,88.8%,0.0%,94,108,415,26.0%
141305,921,2032,State-funded primary,446,218,228,48.9%,51.1%,28,6.3%,112,25.1%,46,399,1,10.3%,89.5%,0.2%,172,177,446,39.7%
141306,895,2145,State-funded primary,101,48,53,47.5%,52.5%,2,2.0%,11,10.9%,5,96,0,5.0%,95.0%,0.0%,5,5,101,5.0%
141307,381,5408,State-funded secondary,1658,847,811,51.1%,48.9%,66,4.0%,155,9.3%,47,1611,0,2.8%,97.2%,0.0%,344,352,1390,25.3%
141308,886,3119,State-funded primary,97,48,49,49.5%,50.5%,4,4.1%,20,20.6%,3,94,0,3.1%,96.9%,0.0%,19,19,97,19.6%
141309,203,4271,State-funded secondary,1575,652,923,41.4%,58.6%,64,4.1%,180,11.4%,164,1352,59,10.4%,85.8%,3.7%,211,231,1333,17.3%
141314,926,3397,State-funded primary,373,186,187,49.9%,50.1%,7,1.9%,62,16.6%,155,203,15,41.6%,54.4%,4.0%,96,101,373,27.1%
141315,203,6004,Independent school,14,2,12,14.3%,85.7%,4,28.6%,3,21.4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141318,330,4017,State-funded secondary,665,321,344,48.3%,51.7%,11,1.7%,98,14.7%,120,534,11,18.0%,80.3%,1.7%,404,424,665,63.8%
141319,330,2146,State-funded primary,618,291,327,47.1%,52.9%,28,4.5%,91,14.7%,545,73,0,88.2%,11.8%,0.0%,344,342,596,57.4%
141320,330,2152,State-funded primary,341,151,190,44.3%,55.7%,1,0.3%,49,14.4%,66,275,0,19.4%,80.6%,0.0%,194,200,341,58.7%
141321,889,4004,State-funded secondary,1044,504,540,48.3%,51.7%,11,1.1%,147,14.1%,65,965,14,6.2%,92.4%,1.3%,301,352,1044,33.7%
141322,908,2039,State-funded primary,103,50,53,48.5%,51.5%,0,0.0%,20,19.4%,0,102,1,0.0%,99.0%,1.0%,24,24,103,23.3%
141324,831,2012,State-funded primary,333,181,152,54.4%,45.6%,7,2.1%,62,18.6%,112,221,0,33.6%,66.4%,0.0%,214,215,333,64.6%
141325,332,4000,State-funded secondary,1000,515,485,51.5%,48.5%,44,4.4%,165,16.5%,90,909,1,9.0%,90.9%,0.1%,295,334,1000,33.4%
141326,881,2113,State-funded primary,302,136,166,45.0%,55.0%,7,2.3%,11,3.6%,7,294,1,2.3%,97.4%,0.3%,61,61,232,26.3%
141328,881,4015,State-funded secondary,491,245,246,49.9%,50.1%,40,8.1%,97,19.8%,28,463,0,5.7%,94.3%,0.0%,147,158,491,32.2%
141329,886,2052,State-funded primary,356,177,179,49.7%,50.3%,5,1.4%,54,15.2%,41,315,0,11.5%,88.5%,0.0%,105,110,356,30.9%
141330,341,2030,State-funded primary,244,132,112,54.1%,45.9%,3,1.2%,55,22.5%,121,123,0,49.6%,50.4%,0.0%,154,147,202,72.8%
